,participant,participant_code,card_no,correct_card,correct_persevering,seq_no,rule,card_shape,card_number,card_colour,reaction_time_ms,status,card_selected,error,perseverance_error,not_perseverance_error
123,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,23,2,2,5,color,cross,2,red,6242,2,3,1,0,1
124,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,61,4,4,6,color,triangle,4,blue,3397,2,3,1,0,1
125,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,59,3,3,7,color,triangle,3,red,2252,2,1,1,0,1
126,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,13,4,4,8,color,circle,4,blue,10000,3,1,1,0,1
127,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,52,1,4,1,shape,triangle,1,yellow,10000,3,1,1,0,1
128,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,12,3,4,2,shape,circle,3,yellow,2124,2,1,1,0,1
129,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,18,1,2,3,shape,cross,1,green,1685,2,2,1,1,0
130,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,33,1,3,4,shape,star,1,blue,2669,2,4,1,0,1
131,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,61,4,3,5,shape,triangle,4,blue,2460,2,2,1,0,1
132,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,52,1,4,6,shape,triangle,1,yellow,2933,2,4,1,1,0
133,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,37,2,3,7,shape,star,2,blue,1156,2,3,1,1,0
134,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,59,3,1,8,shape,triangle,3,red,2308,2,1,1,1,0
135,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,34,4,4,1,number,star,1,green,2374,2,2,1,0,1
136,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,24,3,3,2,number,cross,2,yellow,1708,1,3,0,0,0
137,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,43,4,4,3,number,star,3,red,1817,1,4,0,0,0
138,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,49,2,2,4,number,triangle,1,blue,1457,1,2,0,0,0
139,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,63,2,2,5,number,triangle,4,red,1297,1,2,0,0,0
140,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,43,4,4,6,number,star,3,red,1882,1,4,0,0,0
141,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,12,1,1,7,number,circle,3,yellow,2414,1,1,0,0,0
142,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,18,1,1,1,color,cross,1,green,1577,2,3,1,0,1
143,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,30,4,4,2,color,cross,4,green,10000,3,3,1,0,1
144,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,63,4,4,3,color,triangle,4,red,5225,2,2,1,0,1
145,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,33,1,1,4,color,star,1,blue,5582,2,4,1,0,1
146,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,42,3,3,5,color,star,3,green,2493,2,4,1,0,1
147,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,39,4,1,1,number,star,2,red,2324,1,4,0,0,0
148,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,8,1,4,2,number,circle,2,yellow,1660,2,4,1,1,0
149,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,14,1,2,3,number,circle,4,green,1661,1,1,0,0,0
150,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,39,4,1,4,number,star,2,red,1626,1,4,0,0,0
151,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,33,4,3,5,number,star,1,blue,2569,1,4,0,0,0
152,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,8,1,4,6,number,circle,2,yellow,2145,2,4,1,1,0
153,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,42,3,3,1,shape,star,3,green,1868,2,4,1,0,1
154,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,60,3,3,2,shape,triangle,3,yellow,1723,2,2,1,0,1
155,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,8,2,2,3,shape,circle,2,yellow,2269,2,1,1,0,1
156,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,30,4,4,4,shape,cross,4,green,4116,2,3,1,0,1
157,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,52,1,1,5,shape,triangle,1,yellow,1366,2,2,1,0,1
158,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,5,2,2,6,shape,circle,2,blue,1282,2,3,1,0,1
159,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,30,4,4,7,shape,cross,4,green,2329,2,3,1,0,1
160,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,31,4,3,1,color,cross,4,red,2142,2,3,1,1,0
161,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,5,2,1,2,color,circle,2,blue,1802,2,1,1,1,0
162,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,23,2,3,3,color,cross,2,red,1645,2,1,1,0,1
163,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,18,1,3,4,color,cross,1,green,2213,2,2,1,0,1
164,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,20,1,3,5,color,cross,1,yellow,2131,2,3,1,1,0
165,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,43,3,1,1,shape,star,3,red,10000,3,3,1,0,1
166,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,39,2,1,2,shape,star,2,red,1842,2,4,1,0,1
167,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,14,4,2,3,shape,circle,4,green,1555,2,2,1,1,0
168,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,49,1,3,4,shape,triangle,1,blue,2133,2,2,1,0,1
169,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,31,4,1,5,shape,cross,4,red,1821,2,3,1,0,1
170,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,43,4,4,1,number,star,3,red,963,2,1,1,0,1
171,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,49,2,2,2,number,triangle,1,blue,1940,1,2,0,0,0
172,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,59,2,2,3,number,triangle,3,red,2370,2,1,1,0,1
173,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,31,3,3,4,number,cross,4,red,1725,1,3,0,0,0
174,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,14,1,1,5,number,circle,4,green,5305,2,2,1,0,1
175,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,12,1,1,6,number,circle,3,yellow,5670,2,4,1,0,1
176,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,31,3,3,7,number,cross,4,red,1205,2,1,1,0,1
177,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,24,2,2,1,shape,cross,2,yellow,2171,2,3,1,0,1
178,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,13,4,4,2,shape,circle,4,blue,1685,2,1,1,0,1
179,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,49,1,1,3,shape,triangle,1,blue,1798,2,2,1,0,1
180,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,10,3,3,4,shape,circle,3,green,3803,2,1,1,0,1
181,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,59,3,3,5,shape,triangle,3,red,1061,2,2,1,0,1
182,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,18,1,1,6,shape,cross,1,green,3514,2,3,1,0,1
183,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,34,1,4,1,color,star,1,green,1689,2,4,1,1,0
184,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,39,2,4,2,color,star,2,red,3004,2,4,1,1,0
185,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,24,2,3,3,color,cross,2,yellow,1700,2,3,1,1,0
186,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,13,4,1,4,color,circle,4,blue,3676,2,3,1,0,1
187,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,39,2,4,5,color,star,2,red,4478,2,4,1,1,0
188,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,42,3,2,1,shape,star,3,green,1905,2,2,1,1,0
189,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,20,1,4,2,shape,cross,1,yellow,2438,2,3,1,0,1
190,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,12,3,4,3,shape,circle,3,yellow,2795,2,4,1,1,0
191,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,34,1,2,4,shape,star,1,green,10000,3,4,1,0,1
192,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,39,2,1,5,shape,star,2,red,2743,2,1,1,1,0
193,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,5,2,3,6,shape,circle,2,blue,2796,2,1,1,0,1
194,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,61,4,2,1,color,triangle,4,blue,3422,2,2,1,1,0
195,221478.0,s.fa171c49-91e1-44b0-b9e3-9937dca02dca.txt,61,4,2,2,color,triangle,4,blue,1987,2,3,1,0,1
